Категория;URL категории;Товар;Вариант;Описание;Цена;URL;Изображение;Артикул;Количество;Активность;Заголовок [SEO];Ключевые слова [SEO];Описание [SEO];Старая цена;Рекомендуемый;Новый;Сортировка;Вес;Связанные артикулы;Смежные категории;Ссылка на товар;Валюта;Свойства;id
Межкомнатные двери/Verto/Nika;mezhkomnatnye-dveri-vinnica/verto/nika;Дверне полотно Nika 2.4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno nika 2.4;Ника-24-350x350.png[:param:][alt=Дверне полотно Nika 2.4][title=Дверне полотно Nika 2.4];;-1;1;Межкомнатные двери Verto Nika Дверне полотно Nika 2.4;Межкомнатные двери Verto Nika модель Nika 2.4 купить, Межкомнатные, двери, Verto, Nika, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Nika модель Nika 2.4;;0;0;3952;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 2.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 2.0;Лиса-20-350x350.png[:param:][alt=Дверне полотно Lisa 2.0][title=Дверне полотно Lisa 2.0];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 2.0;Межкомнатные двери Verto Lisa модель Lisa 2.0 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 2.0;;0;0;3953;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 2.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 2.1;Лиса-21-350x350.png[:param:][alt=Дверне полотно Lisa 2.1][title=Дверне полотно Lisa 2.1];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 2.1;Межкомнатные двери Verto Lisa модель Lisa 2.1 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 2.1;;0;0;3954;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 2.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 2.2;Лиса-22-350x350.png[:param:][alt=Дверне полотно Lisa 2.2][title=Дверне полотно Lisa 2.2];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 2.2;Межкомнатные двери Verto Lisa модель Lisa 2.2 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 2.2;;0;0;3955;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 3.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,«RESIST»,«UNI-MAT»,«Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 3.0;Лиса-30-350x350.png[:param:][alt=Дверне полотно Lisa 3.0][title=Дверне полотно Lisa 3.0];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 3.0;Межкомнатные двери Verto Lisa модель Lisa 3.0 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 3.0;;0;0;3956;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 3.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,«RESIST»,«UNI-MAT»,«Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 3.1;Лиса-31-350x350.png[:param:][alt=Дверне полотно Lisa 3.1][title=Дверне полотно Lisa 3.1];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 3.1;Межкомнатные двери Verto Lisa модель Lisa 3.1 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 3.1;;0;0;3957;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 3.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 3.2;Лиса-32-350x350.png[:param:][alt=Дверне полотно Lisa 3.2][title=Дверне полотно Lisa 3.2];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 3.2;Межкомнатные двери Verto Lisa модель Lisa 3.2 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 3.2;;0;0;3958;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 3.3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 3.3;Лиса-33-350x350.png[:param:][alt=Дверне полотно Lisa 3.3][title=Дверне полотно Lisa 3.3];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 3.3;Межкомнатные двери Verto Lisa модель Lisa 3.3 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 3.3;;0;0;3959;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lisa;mezhkomnatnye-dveri-vinnica/verto/lisa;Дверне полотно Lisa 3.4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,«RESIST», «UNI-MAT», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lisa 3.4;Лиса-34-350x350.png[:param:][alt=Дверне полотно Lisa 3.4][title=Дверне полотно Lisa 3.4];;-1;1;Межкомнатные двери Verto Lisa Дверне полотно Lisa 3.4;Межкомнатные двери Verto Lisa модель Lisa 3.4 купить, Межкомнатные, двери, Verto, Lisa, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lisa модель Lisa 3.4;;0;0;3960;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Concept 2.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-concept 2.0;Лада-концепт-20-350x350.png[:param:][alt=Дверне полотно Lada-Concept 2.0][title=Дверне полотно Lada-Concept 2.0];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Concept 2.0;Межкомнатные двери Verto Lada-Concept модель Lada-Concept 2.0 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Concept 2.0;;0;0;3961;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 2.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 2.2;Лада-концепт-22-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 2.2][title=Дверне полотно Lada-Сoncept 2.2];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 2.2;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 2.2 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 2.2;;0;0;3962;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 3.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 3.0;Лада-концепт-30-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 3.0][title=Дверне полотно Lada-Сoncept 3.0];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 3.0;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 3.0 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 3.0;;0;0;3963;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 3.3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 3.3;Лада-концепт33-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 3.3][title=Дверне полотно Lada-Сoncept 3.3];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 3.3;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 3.3 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 3.3;;0;0;3964;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 4.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 4.0;Лада-концепт-40-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 4.0][title=Дверне полотно Lada-Сoncept 4.0];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 4.0;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 4.0 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 4.0;;0;0;3965;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 4.4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 4.4;Лада-концепт-44-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 4.4][title=Дверне полотно Lada-Сoncept 4.4];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 4.4;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 4.4 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 4.4;;0;0;3966;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 5.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 5.1;Лада-концепт-51-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 5.1][title=Дверне полотно Lada-Сoncept 5.1];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 5.1;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 5.1 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 5.1;;0;0;3967;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 5.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 5.2;Лада-концепт-52-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 5.2][title=Дверне полотно Lada-Сoncept 5.2];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 5.2;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 5.2 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 5.2;;0;0;3968;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Concept;mezhkomnatnye-dveri-vinnica/verto/lada-concept;Дверне полотно Lada-Сoncept 5.3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-soncept 5.3;Лада-концепт-53-350x350.png[:param:][alt=Дверне полотно Lada-Сoncept 5.3][title=Дверне полотно Lada-Сoncept 5.3];;-1;1;Межкомнатные двери Verto Lada-Concept Дверне полотно Lada-Сoncept 5.3;Межкомнатные двери Verto Lada-Concept модель Lada-Сoncept 5.3 купить, Межкомнатные, двери, Verto, Lada-Concept, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Concept модель Lada-Сoncept 5.3;;0;0;3969;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada-Nova;mezhkomnatnye-dveri-vinnica/verto/lada-nova;Дверне полотно Lada-Nova 4.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada-nova 4.0;Лада-Нова-40-350x350.png[:param:][alt=Дверне полотно Lada-Nova 4.0][title=Дверне полотно Lada-Nova 4.0];;-1;1;Межкомнатные двери Verto Lada-Nova Дверне полотно Lada-Nova 4.0;Межкомнатные двери Verto Lada-Nova модель Lada-Nova 4.0 купить, Межкомнатные, двери, Verto, Lada-Nova, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada-Nova модель Lada-Nova 4.0;;0;0;3970;15;;;;UAH;;3845
